year_film,year_ceremony,ceremony,category,name,film,win,Gross,Date,Runtime,Awards,nominations,imdb,tomato,Metacr,imdbVotes,Documentary,Thriller,Short,Comedy,Fantasy,Animation,Mystery,Music,Biography,Drama,Western,Sci-Fi,Musical,History,Action,Crime,Romance,Family,Adventure,Sport,Horror,War
1982,1983,55,ACTOR IN A LEADING ROLE,Dustin Hoffman,Tootsie,False,177200000.0,Dec,116,24.0,30.0,7.4,90.0,88.0,91891.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1982,1983,55,ACTOR IN A LEADING ROLE,Ben Kingsley,Gandhi,True,52767889.0,Feb,191,27.0,20.0,8.0,84.0,79.0,211004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,1983,55,ACTOR IN A LEADING ROLE,Jack Lemmon,Missing,False,14000000.0,Mar,122,10.0,18.0,7.7,97.0,78.0,17078.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,1983,55,ACTOR IN A LEADING ROLE,Paul Newman,The Verdict,False,53977250.0,Dec,129,3.0,9.0,7.7,90.0,77.0,33374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,1983,55,ACTOR IN A LEADING ROLE,Peter OToole,My Favorite Year,False,20123620.0,Oct,92,2.0,7.0,7.4,96.0,77.40287769784173,8245.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,1984,56,ACTOR IN A LEADING ROLE,Michael Caine,Educating Rita,False,14648076.0,Oct,110,6.0,5.0,7.2,79.0,52.0,11499.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,1984,56,ACTOR IN A LEADING ROLE,Tom Conti,Reuben Reuben,False,59866942.41791045,Dec,101,2.0,6.0,6.7,100.0,77.40287769784173,907.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1983,1984,56,ACTOR IN A LEADING ROLE,Tom Courtenay,The Dresser,False,5310748.0,Dec,118,5.0,12.0,7.7,100.0,77.40287769784173,4285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,1984,56,ACTOR IN A LEADING ROLE,Robert Duvall,Tender Mercies,True,8443124.0,Jun,92,7.0,14.0,7.4,83.0,77.40287769784173,8716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,1984,56,ACTOR IN A LEADING ROLE,Albert Finney,The Dresser,False,5310748.0,Dec,118,5.0,12.0,7.7,100.0,77.40287769784173,4285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
